,id,text,labels,predictions,p_neg,p_pos
20,45712,"#BREAKING: After a week-long trial, a Linn County jury convicted Gregory Davis of First-Degree Murder in connection with the Carrie Davis homicide that took place almost a year ago. URL URL",0,0,-0.027553062234560284,-0.6639822577601874
21,70840,#Kavanaugh so a wild claim from 36 years ago of groping has evolved into A Rape A Violent Sexual Event by Move URL a Soros based Org. that supports BLM Antifa etc. Unbeievable!,0,0,0.5464981484932933,-0.5621135659914257
22,53563,"#kznlt Enjouji really is the prototype of my character brand, he is nothing but things that I love all rolled into one horrible package and fed directly into baby me's subconscious.",0,0,0.27764948844637044,-0.08639806247515537
23,59432,#SilsilaBadallteRishtonKa tag is filled with appreciation of @USER only....   Never watched this serial but I always wanted appreciation for Aditi... She is underrated since starting of the show... She is worth of all this appreciation.. 👏👏👏,0,0,0.38296955972767166,-0.5978497221740525
24,21454,#Beto #BetoForSenate #BetoORourke #BetoforTX  Willie Nelson laughs at conservatives who are upset with him. URL,0,0,0.4473997347416594,0.29801960096537355
25,83155,#HIAC  Damn Matt Hardy and Randy Orton put on one hell in a cell match!! Woooo!!! I hope he is okay!!,0,0,-0.05338164462915862,-0.5651120109850577
26,69576,@USER School shootings aren't controversial. Wanting gun control is.,0,0,0.6947985787295984,-0.33232457596452614
27,49139,"@USER @USER Put DeLauro in a police lineup identifying the bag lady"" - she would be picked everytime! She has to be proof either Conn voters are incompetent to vote or she is part of a vast voter fraud conspiracy! No one votes for a woman that gross!""",1,0,0.3322376622157952,0.08331483193494016
28,76669,@USER *coffee spit* Spartacus moment?  He never saw the film...,0,0,-0.044798317480931854,-0.1424778464920739
29,58995,"@ ALL FAMILY/FRIENDS , do not tell me  bad shit that your bf/gf did to you just to go right back to them!!!",1,1,-0.6363452306666002,0.8546929758376507
30,88490,#ChristineBlaseyFord is your #Kavanaugh accuser... #Liberals try this EVERY time... #ConfirmJudgeKavanaugh URL,1,0,-0.31113209734255487,-0.43349649240585314
31,77101,"@USER 'Fellow Democrats don't want @USER 🦅🇺🇸 @USER to do well.. it's not about what's best for America. It's purely politics' - Dov Hikind, Democratic NY Assemblyman URL",0,0,0.20924240632183297,0.12970368412156183
32,86917,"#osho #quotes via @USER Listen to your being. It is continuously giving you hints. It is a still, small voice. It does not shout at you, that is true. And if you are a little silent you will start feeling your way. Be the person you are. Never try… URL URL",0,0,-0.4984395698863233,-0.5050426334968906
33,78472,"#YYC @USER  looking hockey players of all ages/abilities for our Humboldt Tribute game Sunday 9/16. Arrive 2pm, dress, participate in our opening ceremony. Contact lindsay.clothier@USER if you are interested! #WePlayForThem #HumboldtStrong #HockeyIsFamily #GoNucks",0,0,-0.053168809174557935,-0.33209271879027474
34,17798,#Conservatives #Brexit putting #Britain last.  Sending a chill down the spine of the #UK.,0,0,0.4871523333674095,-0.6244848573219602
35,71873,#Gamers go follow @USER on #Twitter and #twitch He is playing with @USER on #BlackOps4 #Blackout Please help and support them both on Twitter and twitch. Remember all #SupportForSupport and #SupportAllStreamers URL,0,0,0.46500869662940414,-0.004625930105366858
36,30247,"#QuickTip: Find people already working in a company, or within the industry that you are interested in.  We know a lot of people! Send us your resume to info@USER or message us RIGHT NOW URL URL",0,0,0.8666192735006055,0.125450767781488
37,81150,#LiberalLogic If #Liberals get their way..... URL,0,0,0.46879982086557814,0.0953622288935565
38,46444,"#ArianaAsesina? Is that serious?! Holy shit, please your fucking assholes, don't blame someone for the death of other one. She is sad enough for today, don't you see? It isn't fault of none, he had an overdose and died. End. Stop wanting someone to blame, fuckers.",1,1,0.02089026641548708,0.7647793868888157
39,60587,@USER How is she hiding her ugly personality. She is the worst.,1,1,-0.18690139879810497,0.38054780862910986
40,70569,......bitch what URL,1,1,-0.3557330029837714,0.2946658407393064
41,59200,"#Georgetown Classmate Says #Left Accuser is Absolutely NUTS""  URL ""Judge Kavanaugh""@USER @USER @USER #ABC #CBS #Democrats #Liberals #women #MondayMotivation #MondayMorning #veterans #law #MAGA #GOP #CNN #MSNBC #NBC #Moms #BlackWomen #BET""",0,0,0.1625582866312818,-0.37315870684988056
42,30900,@USER @USER @USER Are you referring to how they lollygag with gun control as their kids get slaughtered in schools?,0,1,-0.3759840785659951,0.08348577131923399
43,44546,@USER @USER @USER @USER @USER @USER @USER @USER @USER I’m shocked to learn human traffickers had guns.  Some probably illegal too.  CA needs more gun control.  But don’t worry about the actual crime.  The pic of black guns is worse.,1,0,-0.06957026315515183,-0.12102151655136884
44,53982,#WELOVESEUNGCHEOL @USER   I am happy and proud of the work you have done to train seventeen along with the other members. I see you and you are wonderful and incredible. I really love u ㅠㅠ 💕. URL,0,0,0.062317401803761455,-0.3186490009956881
45,37884,#Chequers is a violation of democracy !!  #StandUp4Brexit  @USER @USER @USER  The will of the people must be respected URL,0,0,-0.11118737802246995,-0.11313705119308884
46,15079,"#Sessions Tells #Chicago: “If You Want More #Shootings, More #Death, Listen To #ACLU, #Antifa, #BlackLivesMatter” URL",0,0,0.20638093470290864,-0.2601494135761609
47,51628,#Conservatives @USER - You're  a clown!  URL,1,0,0.4970366423823691,-0.46797738416875456
48,30899,*voice in my head while I transfer money to my credit card* “bullshit that I bought and have to pay for”,1,0,-0.017064719000498264,-0.4645433552130399
49,99680,Levi Strauss has “never been afraid to take an unpopular stand to support a greater good.” '  What about when they shut down all manufacturing in America?  That wasn't even a news story when it happened. Maybe they're right; it wasn't unpopular.  URL,0,1,-0.4081723826477953,-0.4014147901495558
50,38628,"@USER $500,000 for her wedding. Clinton's always know what's best.",0,0,-0.11266434601104887,-0.5116342360573851
51,40110,#Kids Beating #Paraplegic #Trump #Boy!  #Left Teach Their #Children Hate Violence!  #schools #teachers #Democrats #Liberals #WalkAway #Moms #Mother #NEA #teachthemyoung #Christian #Catholic #Jews #Evangelicals #family #BlackWomen #BlackTwitter #Blacks #News #Media #Disabled #MAGA URL,1,1,-0.43016906778235553,0.7267614880362745
52,50310,"0-9 : B-1, J-1, R-1, B-2, Q-2, B-3, BX-3, B-4, RB-4, Z-4, B-5, Q-5, B-6, H-6, B-7, H-7, UT-7, B-8 (20:59:36)",0,0,0.13544814366283384,-0.2647087016611292
53,84101,"#AskAlly I only say that I adore you and you are a great person, please take care of yourself always❤️",0,0,-0.0496725941156747,-0.10014732428152451
54,84876,"#DOJ employee resisters"" r looking up conservatives’ license plates, home addresses, legal details in LexisNexis 2give to Dem Socialists/Antifa-project Veritas.But don't worry, no govt in history has ever made political opponent lists and oppressed them🙄 URL",0,0,0.09867870594767629,-0.20889135643641601
55,57425,#Kelly McParland: Latest floor-crosser is telling truths the Liberals don’t like hearing - URL URL,0,0,0.39531781604396904,-0.6420232759160742
56,83262,#GreatAwakening #QAnon #PatriotsUnited #WWG1WGA #AreYouAwake  WHEN YOU ARE AWAKE YOU SEE CLEARLY ❤️🧡💛💚  Check out this video URL URL,0,0,0.8041545637949545,0.07992737897304196
57,46777,"#BoycottLevis Since the late 1990s, Levi’s has used its name and resources to attack gun rights. In 1999, the company gave $100,000 to gun control group PAX, followed by a $250,000 donation in 2000 and another $100,000 in 2001. URL",0,0,0.047896879050283885,-0.0045064015393119555
58,54053,Are you fucking serious?   URL,0,1,0.46769435857208147,0.564997956607744
59,15998,*gets all the bitches*,1,1,-0.36704629883544926,0.1814358622758876
60,62945,@USER @USER @USER I got in a pretty deep debate with my friend and she told me that latinos for Trump and blacks for Trump were paid supporters 😂 then I said you mean antifa are paid domestic terrorist and she said No they are  anti-fascist then I said they are the fascist are you kidding me?!,0,1,-0.04212278584784415,0.020762841622157087
61,96457,#Antifa: Take note of how to protest with civility.   This is why socialism (aka communism) will never win. It is inherently evil and unsustainable. URL,1,0,0.3005563877610925,-0.5875963011422589
62,85977,#gmm #roastmycat hi @USER  this is Fiona. She is about 10 weeks old. She falls asleep in weird places URL,0,0,0.3109761784216892,-0.07283193193167403
63,70841,@USER omg is he for real ?!?!!??????) this happened in peru like 40 years ago and the Inti devaluated so fucking much that they had to comoletely change the coin system because our money was worthless i-,1,1,0.16817891831064335,0.4232591551018299
64,46139,"#Conservatism101   It's not about our disagreements with #Conservatives. Its that Conservatives can't debate honestly, and they have no integrity. Whatever gets them thru today, is all that matters to them. They're fundamentally dishonest people. URL",1,0,0.4331724793991241,0.07082545088828823
65,99009,#Halloween Sign If You Are Reading This #CreepingUp Behind You Wood Wall Decoration #tmtinsta #cwsigns  URL via @USER,0,0,0.20455719307338832,-0.01651492936815412
66,66388,"#huniachiweek No matter what you are going through today or in the past few days, your situation is never permanent. God is going to change your life for good. Trust and Believe that He is able to. Please, Read... URL",0,0,0.48391944698489003,-0.4197964486216197
67,91217,@USER My only point of contention is this.  He decided to keep this group which has top end talent and also decided to hire hot trash Mike McCoy. Wilks hasn't even been able to get his defense to line up correctly. He is in over his head.,0,0,0.39763743127180157,-1.0911786406761341
68,91994,And yet everyone seems to lack it URL,0,0,-0.04495161650338648,-0.09837744951389749
69,58751,#MAGA   Expect more censorship URL,0,0,0.3060091035367218,-0.015311786091872268
70,80947,And apparently I'm committed to going to a new level since I used the key.  Well FUCK.  Curiosity killed the Cat(hy),1,0,0.5054520157781618,-0.00896027896204452
71,99253,#NE need to check out a dentist and find out if she is has a perfect work record? What about a child care facility? Now you can check online for all kinds of licensed professionals and it's free @ URL,0,0,0.21645772617654507,0.15697212063351548
72,40386,@USER @USER @USER @USER Then why aren’t there so many shootings in Virginia?  Jacksonville shooter got his guns IN MARYLAND!! Among the poster children for gun control!  What good did that do?!  You’re full of crap.,1,0,-0.41888734744171674,-0.5074702654323051
73,58742,#Amnesty_International: US is in violation of international human rights law by not passing stronger #gun_control URL via @USER URL,0,0,0.5380976921908274,-0.32494386658416546
74,39752,@USER Well she is Chuck Schumer's cousin or niece or something so she is obviously part of the DNC conspiracy against Nixon. Or part of the Deep State. Or a Zionist plot. Or 'Big comedy'. Or whatever the hell today's conspiracy theory is.,0,0,0.17908261686598398,-0.13303341081185338
75,25262,#GodsPraiseroom God keeps you even in the storms that may rock your boat - Let's all submit to His will after all he is the only one who really knows the end from the beginning URL,0,1,-0.4391410409939523,-0.002386190336765045
76,17703,#Spaldo is my guy.  He is my godson,0,0,-0.15852812378104753,-0.357634354820448
77,98916,"#ANTIFA are bedfellows with The Democratic Socialists of America (DSA) who #JamesOKeefe has exposed as being inserted throughout government, attempting to bring down #America  #Trump #MAGA🇺🇸 #DeepState  URL",1,0,-0.15195108862880424,-0.5339240004776887
78,18709,#CNN ruthlessly continues #Fakenews onslot. Where's the honest analysis? Right here!  URL #tcot #CNN #NRA #massshooting #CNNISFAKENEWS #Conservatives #FakeNewsMedia #FakeNews #PBA #FakeNewsCNN,0,0,0.5172341169024407,-0.08735841111087497
79,26026,#Brexit Barometer: Labour fails to capitalise as Conservatives fail to please; Kantar: nearly two thirds of the UK believe the government is handling Brexit negotations poorly.  URL,0,0,0.13947330285386048,0.04231318981085982
80,32190,@USER Antifa has TS level influence. It's scary.,1,0,0.292581500022654,-0.5346863646875106
81,27550,"@USER I have three accounts. Two quasi-anonymous, and one completely anon. And if twitter ever bans one of the quasi-anon, I'll make two anon accounts and tweet the most insane shit. I will drown twitter in bullshit. If one of those is banned, I'll make even more.",1,1,-0.3783332031884007,-0.006554015658688384
82,68539,#MAGA Alert : Joe Biden on #Trump Supporters: 'The Dregs Of Society' (VIDEO) URL via @USER,0,0,0.03345140815487636,-0.3920165106027818
83,93643,$CERC is now Boyd's #1 stock. And he is the sole holder of the stock among hedge funds we track. URL,0,0,0.12156067031826323,-0.0862844071920064
84,99120,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER City of Chicago, Democrat run with some of the strictest gun control in the nation.""  😂 What's your point, #NotThatBright? URL",0,0,0.5659130805150026,-0.42673476188820897
85,24040,#Liberals are so pathetic!  INNOCENT UNTIL PROVEN GUILTY mean much?  #Democrats should look at their own party if they need a rapist to hang!  #KavanaughIsInnocent #WalkAwayFromDemocrats. #LiberalLies are straight from the Pitts of HELL 🔥 URL,1,1,-0.6352704287079792,-0.08284248635172232
86,85436,"#Trump may be many things, but he is entertaining!!!! Thanks #twitter URL",0,0,0.08646157646215151,-0.21157101773252318
87,73516,"$10 Million reallocated from FEMA to ICE. This guy gives zero shits about anyone not named Trump. If you’re in the mid Atlantic, get out. Now. URL",1,0,0.230697381091775,0.22612564062280766
88,88905,#FortniteBattleRoyale #XboxShare @USER   Please ban this cheating scum.  he is literally invisible URL,1,0,0.17528758208245324,-0.28215588341836473
89,52955,"#I once read about the man who invented bulbs, he saw failure differently, it was 5000 new wayz of doing it differently..Now he is a genius#",0,0,0.5792705823839676,0.3710278687118156
90,33452,#2AUnfettered Repeal all gun control laws. If the government can use it then the people should be able to as well. URL,0,0,0.20056121799502505,-0.053623321318739904
91,13276,.. Good thing it was responsible US Marines..  I’m pretty sure a group of Antifa members wouldn’t be running that fast in that direction to help anyone let alone elder seniors..  Thank you @USER ..  We salute You❗️  @USER @USER  @USER URL,0,0,0.3292438461547645,0.01743873783443253
92,26462,"#FordTheatre  Right on Cue, a GoFundMe acct has been set up for this person, the new #Liberals  mode of bribery and payoffs! @USER  Really should  investigate these GoFundMe as a  New outlet for  slush funds! #Comey, #McCabe, #Strzok",0,0,0.2880504928647824,0.057540229863818605
93,94339,"#Christian If Twitter and Facebook can silence conservatives, Christians we are next. Once censored, the darkness takes over. Help us grow in by living your faith aloud. Where we go one we go all. Prayer warriors, please help us grow this movement. URL",0,0,0.6039523050814876,0.2555315648679441
94,23786,"6ix9ine aus den speakern, fick deine political correctness",0,0,0.13592836446737908,-0.0012336877198390176
95,27371,#fall #fashion #trending #coats #colors URL We have What You are looking for! #airdrie #calgary #lethbridge #toronto #vancouver #princegeorge URL,0,0,-0.259863073466928,-0.8310418259397991
96,88670,"#republicans put WALLin budget..you are going to loose Pres.Trump followers. He is why U R there, so support him URL",0,0,-0.05247740972081062,-0.12731998948392795
97,54391,#gmm #roastmycat hi @USER  this is Fiona. She is about 10 weeks old. She falls asleep in weird places URL,0,0,0.33413897514822977,-0.18337035302874316
98,42112,#SesameStreet #BertandErnie the conversation about this is so unattractive. The creator says he didn't create a character gay and he is being attacked.,1,0,0.4937191713076665,-0.5253802282653992
99,37740,#SerenaWilliams is so full of herself...she is just as painful to watch as to listen to...,1,0,0.024959014496463303,-0.01688326184631955
100,72405,"#ColinKapernaeck has done nothing but sit on his ass and complain. It’s time black people and die hard white liberals, who think they are down with the cause aka @USER to wake the heck up or STFU! Colin is not a Civil Rights hero or martyr. No where near it.",1,1,-0.5010601774621884,-0.1902792726297849
101,20780,"#DanganronpaV3 ... here he is, claiming to be the mastermind, yet I still don’t believe him. I don’t think he’s the mastermind. There is evidence that suggests he is, but then there’s evidence that suggests he’s not...",0,0,0.14495507625835655,0.10324471604234253
102,38820,#MonbebeSelcaDay she is beautiful URL,0,0,0.38819526509292274,-0.10750086810797406
103,82913,#LockHimUpNow #MAGA #QAnon @USER best President ever URL,0,0,0.3958952909385998,0.06405946267918922
104,97383,@USER #GoodbyeNFL 👋 It was great before your players became Marxists! I’ll keep nixing any sports league that displays such support of the BS ‘oppression’ narrative. #GoodbyeNIKE,0,0,0.0770522313810492,-0.6546866039821101
105,21397,#Liberals #Left #Democrats #Resist #Resistance #Antifa #BlueWave #BlueWave2018 It's 👌 to #WalkAway 👍😆 🇺🇸 🇺🇸 🇺🇸 #MAGA 🇺🇸 🇺🇸 🇺🇸   URL,0,0,0.4832434504365048,-0.32007440358584155
106,51738,"#EmailMarketing #sales I will teach you how to create your own exclusive, online 'traffic economy' so you are never short of leads and sales again URL URL",0,0,0.09264505581344977,-0.028147609386652873
107,47445,". JEFF SESSIONS: ‘LISTEN TO THE ACLU, ANTIFA, BLACK LIVES MATTER’ IF YOU WANT MORE CHICAGO SHOOTINGS  . URL",1,0,0.3749052554103672,0.3277258924665288
108,27158,Amazon will ship live Christmas trees to your door — but will they stay and put on the damn lights? URL,1,0,0.6700696849148031,0.051055128323194844
109,26382,@USER How sweet! Congratulations. Once he is house broken it will get better,0,0,0.1012084724392207,-0.34826900325190346
110,17183,@USER I BET she is a lot safer when she has sex now tho ? Or she wouldn’t have just one but a few kids . Why cant moms get dicked down too ?,1,0,0.24822863026266717,0.17250279782020927
111,10595,#i2 This speaks for itself (NSFW) URL,0,0,0.21816540589333658,-0.15722012595010348
112,49481,"#JameyComey has been so silent these last few weeks, because he knows he's going to be indicted. 13:35  #FBI #DOJ  #Strzok #Page #TextMessages  #QAnon  #PatriotsFight  ty .@USER  #MAGA  URL",0,0,-0.2546058881306014,-0.524289802301085
113,37949,#SupernaturalTNT #TheManWhoWouldBeKing OMG!  @USER You are amazing! @USER Crowley and Cas are always great together and I miss it!,0,0,-0.24060788826735935,-1.026085288763345
114,96729,"*Available for Adoption* Lincoln County, NC Roger #A001257 SEX: MALE/NEUTERED  AGE: 13 weeks old INTAKE: 08/28/18 URL",0,0,0.3230510596342627,-0.32109468228797566
115,42325,#Conservatives Govt ' @USER made my life hell': whistleblowers say they were threatened by regulator; I thought this Govt promised to protect whistleblowers?  URL,1,0,0.1964600450687259,-0.32552820836608526
116,21748,Apple live keynote #AppleEvents   URL,0,0,0.10563439905122003,-0.30642176748439504
117,24316,@USER #Zuckerberg lies.,0,0,-0.016675603921623747,-0.028470112946245785
118,19516,#lilduval “When you know u ain’t going to work tomorrow” #HappyFriday #SmileBitch #LivingMyBestLife❤ #HittemWithDaShoulders URL,0,0,-0.181968762091528,-0.35311650391793475
119,79383,#AntifaHorst - whuuuuut?! 😂  #antifa #maassen #seehofer URL,0,0,0.24720054896073546,-0.08212834200484272
120,64857,"#NoteToMyStalker n his empire: Trust me, if my penance of a life n career are true, Nature will leave no stone unturned in getting you.  You will be left with nothing.  Every one of you.  No matter how powerful you are.",0,0,0.19051685918854633,0.06454688591585343
121,89936,#FreeLeahShaibu  Negotiate her release! She is someone's daughter! ! @USER @USER,0,0,-0.08036654164781887,-0.13057535686811142
122,90362,#SerenaWilliams Serena was caught cheating with her coach but because it's collaborative she thinks she is not a thief. In her mind the real thief is the umpire who spotted what was going on and called it out. It's like a couple of bank robbers blaming a guard for calling police,0,0,0.22525292038197786,-0.4603550291986029
123,75620,#Antifa ........  Retweet if you can’t stop watching this...   URL,0,0,0.06927572409973705,-0.08840114068963376
124,24907,#100NotOut Thank You for following!!  🔷 #Leicester 🔹@USER #VoteForChange #LocalElections2019 🔹 #VoteTory #VoteConservative 🔷 #CutCrime #CutRedTape #CutTaxes #CutGrass 🇬🇧#BetterServicesLowerTaxes 🇬🇧🔵,0,0,-0.24971097554163835,-0.3760591020889097
125,26259,"#ThingsYouShouldNeverAssume when someone says she/he is okay or smile, maybe he/she doesn't wanna worry you.",0,0,0.42640955315155654,0.4041398740362464
126,76095,"#Repost @USER with get_repost ・・・ Those who love you are not fooled by mistakes you have made, or by dark images you hold about yourself. They remember your beauty when you feel… URL",0,0,0.2005278092497903,0.017238638258819917
127,11557,#1 Nick Gehlfuss stan just watched Friends! and she is not going to stop #tvtime URL,0,0,0.4042285663267473,-0.21208534693642728
128,51963,"#SEO #Tips: You are the master of your own fate online, so be wise and don't expect pity. If you screw up, nobody else is to blame.",0,0,0.42097487679746437,0.03868503989170256
129,15180,#FortniteBattleRoyale #XboxShare @USER   Please ban this cheating scum.  he is literally invisible URL,1,0,0.42124864627596176,-1.4766675481865519
130,58026,#MAGA #Qanon #GreatAwakening #inners #WWG1WGA #NowComesThePain #WalkAway #GoodbyeDemocrats   Ellison Accuser Says She's Been Sidelined By Her Own Party URL,1,0,0.16124112221966902,-0.2266083191177932
131,26432,"#Truth I will show you how to build your own personal, online 'traffic economy' so you are never in short supply of qualified prospects and sales again URL URL",0,0,0.7015676098037062,0.06442075842533167
132,76565,@USER Gun control? I'm wondering who was in control of all those bodies that got suicided because of you. You need to be controlled.  24/7/365 #GITMO THE PAIN IS COMING. #MAGA #QAnon #Benghazi  Hope they televise your demise.,0,1,0.14027207181401044,0.39751790656213076
133,91588,#Antifa has a new cause URL,0,0,0.22196186121682215,-0.3043486587943052
134,58033,#Balkan Conservatives Unite at #Family Congress in #Moldova URL,0,0,-0.6000321707840564,-1.0608703256146412
135,81352,#BoycottNFL .@USER You are dead to me. @USER @USER URL,1,0,-0.4543231706795481,-0.796388475871712
136,33133,"@USER #WalkAwayFromAllDemocrats  Michelle was there 8 years and we sure don't need any more bad advice from her now. We have a new Sheriff in Town, who's  #MAGA.  Get out and VOTE - ALL COLORS, ALL GENDERS (AKA) ALL AMERICANS!!! URL",1,0,0.3110408016575428,-0.02856829258640796
137,96661,#ConstitutionDay Enforce U.S #Immigration laws Not One Set of laws for Illegal Aliens and one Set of laws for Citizens !  #Trump #MAGA #RedNationRising  #NoDACA URL,0,0,0.22551883767502195,-0.13157402338687924
138,91036,#BlaseyFord It’s so comical that liberals always want it both ways first women need to be treated as equals but when it comes to Ford testifying they say it’s unfair to have more men asking her questions. Which is it Dems are women equal or should we receive special treatment?,1,0,0.1869239329223696,-0.047616286947119654
139,56581,"#2A GUN CONTROL KILLS PEOPLE, THIS IS WHY WE NEED CONCEALED CARRY URL",0,0,0.29927043586539914,-1.0248484481177813
140,22882,"#Ted always has a feel for the most appropriate public behavior. But, often, he is unable to control himself. #GOPDysfunction URL",1,0,-0.007015520280469623,-0.49891915233218215
141,66377,#FollowTheWhiteRabbit #QAnon #GreatAwakening #SpyGate #WalkAway QAnon #QArmy #MAGA #Google #MAGA Poland #FISADeclassification #DearProfessorFord URL  Dem US Senator Corey Booker molesting a 15 year old in the 80's surfaces URL,0,0,-0.15499740094076597,-0.45147671283934304
142,40842,"@USER  Stick to Comedy ... You weren't that funny yo start with, but that political commentary of yours is pathetic !!!",1,0,0.1448470339733191,0.08216807677070227
143,73612,@USER #Holder needed to be impeached,1,0,-0.11110949577510099,-0.3732817050698986
144,45709,#WeAreBRONCOS This little guy loves the Broncos!!!! He is one of their biggest fan!!! #beon9 @USER URL,0,0,0.34400375355284746,-0.28484098778737693
145,21338,#BBCNews - Cleverly: There have been no cuts to the #NHS James Cleverly on #Conservatives and coalition health spending URL,0,0,0.01750627459205104,-0.06845955658601315
146,15630,2011 me was cute as hell and I love that 2015 me looks like an Antifa protestor (when really I was freezing cold in the Hunter). And I need to dye my hair again OMG I loved being a redhead. URL,0,0,-0.014032848848259767,-0.528115609550366
147,15815,#BelieveAllWomen just when I think things can't get dumber.. this happens.. liberals probably don't realize this because they are children but this isn't equality. How about we treat women an men the same.. pretty sure that'll have better results for culture,1,1,-0.6322165590929874,0.09282733996180949
148,53858,"#Today The two most important days in your life are the day you are born and the day you find out why."" Mark Twain""",0,0,0.41647920583236514,-0.2632999191470783
149,89606,#TheLadyBam has spoken! ❤ She is simply the BEST! 🙏🏼 #SpreadMaryLove 👠💃 #Onward URL,0,0,0.3780282459220098,-0.12205319881640893
150,30942,#media #credentials If you are POC and had a problem with @USER  please send DM me do not like this tweet,0,0,0.29183648814074215,-0.6274561101699397
151,56973,"#ALERT   A win for the Progressive Conservatives.   The Ontario Court of Appeal has granted a stay of #Bill5,  which is to cut the number of Toronto city councillors from 47 to 25.",0,0,-0.029165281939244232,-0.17663451961501406
152,24049,#SierraBurgessIsALoser  She is me when my phone dings 😂,1,0,0.011684012659742496,-0.39368787757652335
153,79204,@USER #metoo are all racist!,1,1,0.062175796184463006,0.08923592077915105
154,46229,#GOP still acting like the wimps they are.. What!? they haven’t yet realized that Liberals will hate them regardless of their sentiments.. Either Republicans are just too stupid to get out of their own way or they’re just tilted to far left.. #ConfirmKavanaughNow,1,1,-0.06262196760057435,0.03445305867774772
155,93101,"#SerenaWilliams is NOT the first mother to be on the women's tour.  She is embarrassingly entitled and a bully.  Yes, that is Kim Clijsters winning a Major a year after having a baby.   @USER @USER @USER URL",0,0,0.19923119807449402,0.1456551729764455
156,42196,"#TheArchers I want to be brilliant at Karate so I can kick the shit out of everyone""""",1,1,-0.3562748548675366,-0.23498805298037465
157,38084,"5. FED Agency - Hijaked with info on FED Agency by extremist group secretly funded - Antifa,BLM,Soros,CIA",0,0,0.19514540098222236,-0.7252003258990314
